Ar;Invanare_i_riket;Blekinge;Dalarna;Gotland;Gavleborg;Halland;Jamtland_Harjedalen;Jonkoping;Kalmar;Kronoberg;Norrbotten;Skane;Stockholm;Sormland;Uppsala;Varmland;Vasterbotten;Vasternorrland;Vastmanland;Vastra_Gotaland;Orebro;Ostergotland
2019;10230520;159684;287191;59686;286547;329352;130280;360825;244670;199886;250497;1362000;2344000;294695;376354;281482;270154;245453;273929;1710000;302252;461583
